adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/AcLsfw3TVZGFFT8yRA5StPKk65y.jpg,"[35, 18, 10749]",14072,hi,रब ने बना दी जोड़ी,"A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",14.74,/m8x6I2qf3R98HtF4DmJXcdxCU64.jpg,2008-12-11,Rab Ne Bana Di Jodi,False,7.1,229
False,/zTT7ChHn4TWvfTz5EPAPAF1J9Hj.jpg,"[28, 10749, 53]",14070,hi,गजनी,"A man suffering from anterograde amnesia as a result of a violent attack in the past sets out to avenge his girlfriend's death with the aid of photographs, notes and tattoos all over his body.",11.313,/cPLzHxPFRjzNvoyncdtDGBAxjp.jpg,2008-12-25,Ghajini,False,7,333
False,/wpI5AcrJCulRiPfXW4YnR8mWaM4.jpg,"[10749, 36, 18]",14073,hi,जोधा अकबर,A sixteenth century love story about a marriage of alliance that gave birth to true love between a Mughal emperor and a Rajput princess.,11.054,/bEltVQbNJpsl9sopLVkE5z24Ssj.jpg,2008-02-13,Jodhaa Akbar,False,7.4,210
False,/uZvkEU7X0JWYZJEEdEKQrdevyiw.jpg,"[18, 53]",19703,hi,A Wednesday!,"A retired police commissioner recounts the most memorable case of his career, wherein he was informed about a bomb scare in Mumbai.",9.186,/gVUSxtJM3arL5VIUIRNYde20EF0.jpg,2008-09-05,A Wednesday!,False,7,261
False,/7Qgfvndpje4oU7cUw3oYvT8dlyP.jpg,"[18, 28, 53, 80]",19658,hi,Race,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed.,8.799,/krMI3hRmlgKcuNc3XBWtl8APasR.jpg,2008-03-20,Race,False,6.2,96
False,/uoqDaSsJp5aBsBUOpDVBg3asLKO.jpg,"[18, 35, 10749]",15864,hi,बचना ऐ हसीनो,"Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way.",8.105,/HqUJdDNYJx4UTdMTz7Ezu1bQwA.jpg,2008-08-15,Bachna Ae Haseeno,False,6.2,70
False,/yxW0sz9kZS37g52JUp07kSdV1dv.jpg,"[18, 35, 10749]",14071,hi,दोस्ताना,Two straight guys who pretend to be a couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are a couple while secretly trying to win Neha's heart.,7.856,/obwjlgNI2NFZupMuJBbKgH3IhQp.jpg,2008-11-13,Dostana,False,6.2,129
False,/7esEjV4Njac9D700ca9Yt0b0pdr.jpg,"[18, 10749]",19624,hi,Fashion,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds out that there's a price for her glamorous new life.,7.06,/6PQyJUJ3Ny1AZegtL5OkUATCIcr.jpg,2008-10-29,Fashion,False,6.4,76
False,/4rJU6BxxcaeZN45j03n3z1aidca.jpg,"[18, 35, 10749]",14467,hi,जाने तू ... या जाने ना,Two best friends being convinced that they are not in love search for each other's love.,6.428,/gRMnFvuPyeTDPlREZzXggE2ohO2.jpg,2008-07-04,Jaane Tu... Ya Jaane Na,False,6.8,129
False,/kozAnxdmJLgAux008LztplzhHy1.jpg,"[10751, 35]",15974,hi,भूतनाथ,"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",6.327,/2Tvwmsu4ihzDiltXxPWI4RwTF3W.jpg,2008-05-09,Bhoothnath,False,6.1,86
False,/aXfzUiSKaZAK0EL1FFqITuIR1wB.jpg,[35],14546,hi,गोलमाल रिटर्न्स,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!",5.552,/2cE6M2QddTgRtu9O6QEboPbQHZr.jpg,2008-10-29,Golmaal Returns,False,5,58
False,/zTDMBigcYFJT0QFzt6k5ggMSwhS.jpg,[18],19672,hi,Rock On!!,"Aditya, Joe, Kedar and Rob form a rock band, but break up after they fail to make a success of it. They establish regular lives until they decide to reunite and take another shot at fulfilling their dreams.",5.241,/iQrGUYVuaQsFoEwfDtzPWLBiku.jpg,2008-08-29,Rock On!!,False,6.8,80
False,/qkAp7rg6TgzrsxBxr4i8TXr9IZT.jpg,"[28, 35]",15975,hi,Oye Lucky! Lucky Oye!,"Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.",5.074,/b51jXYaPbRAZegOkShdc7jWBsfZ.jpg,2008-11-28,Oye Lucky! Lucky Oye!,False,7,65
False,/l1hFKYKtyOjB9rYIoGqrybLtv5p.jpg,"[28, 35]",12273,hi,Singh Is Kinng,"A comic caper about Happy Singh, a Punjabi villager who goes through a series of misadventures and eventually becomes the King of the Australian underworld.",4.876,/kYWDpDhKDuGzz3dmxkBiI4LelYN.jpg,2008-01-01,Singh Is Kinng,False,5.6,69
False,/7x6sDm5yeTJ7YKJOjoGEgVoPTvO.jpg,[53],13123,hi,Aamir,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,4.174,/q1cD8ebIFUQpT2wHA24Z27D4X9l.jpg,2008-06-06,Aamir,False,6.6,46
False,/5ZfCyyxqkaoVYtnuNMtnNRWlPhP.jpg,"[18, 35]",14214,hi,Thoda Pyaar Thoda Magic,"One day they pray to God for help and he does help them. He sends his most mischievous, childlike, lovable angel to the rescue, with a mission to bring Ranbeer and the kids together. Geeta (Rani Mukerji) comes bicycling down a rainbow… and bursts into Ranbeer's house as the selfproclaimed new nanny. And then starts the roller coaster ride of fun, emotions, magic and love.",3.988,/xIPRJ26iw94tEjesgLNnoKoVHtu.jpg,2008-06-27,Thoda Pyaar Thoda Magic,False,5.4,39
False,/9FwZCAZM6OnXldSoqNXCYmwBHdD.jpg,"[28, 12, 80, 18]",14394,hi,सर्कार राज,"When Anita Raja, CEO of Sheppard power plant, brings a power plant proposal to set up in rural Mahrashtra before the Nagres, insightful Shankar is quick to realise the benefits the power plant can bring to the people.",3.608,/1ptl9Dq51jXpUNotg6CwHWZxoaK.jpg,2008-06-06,Sarkar Raj,False,6.6,36
False,,"[35, 18, 14]",26153,hi,गॉड तुस्सी ग्रेट हो,"When a rival steals his presentation and takes the credit for making it, a man gets fired from his job and lashes out on God for making his life miserable. However, God appears before him in human form and gives him his powers with a challenge to do better than him.",3.216,/5K8FCmGrNpaAGXaxXovU7LLC0HF.jpg,2008-08-15,God Tussi Great Ho,False,4.2,37
False,/ai3QrCcz5fSKVdfXwTKHduvRWLk.jpg,[18],23848,hi,हल्ला बोल,Ashfaque (Ajay Devgan) is a small town boy aspiring to be a film star in the Hindi film industry. He joins a street theatre group run by a reformed dacoit Sidhu (Pankaj Kapur) who uses street theatre as a medium to bring about an awakening in the masses. Ashfaque struggles to give a creative vent to the actor in him in order to realize his dreams.,3.212,/deVwN1G189jS89OSR5gLgg38zs3.jpg,2008-01-11,Halla Bol,False,5.1,17
False,/oNzz03XTbI9PsmfValvlHA5jWEY.jpg,"[28, 10749]",14193,hi,Tashan,"Jeetendra Kumar Makwana is employed full-time at a Call Center and works part-time teaching English. He is recruited by an attractive young woman, Pooja, to teach her Hinglish-speaking boss, Bhaiyaji, English. Jeetendra agrees to do so, falls in love with Pooja, and joins forces with her to steal a bag containing 25 Crore Rupees in cash. He will soon find out that Bhaiyaji is a hoodlum and extortionist known to the Police as Lakhan Singh.",3.208,/h5GHlLJLan8eFFpBazIMP4iD0Rg.jpg,2008-04-25,Tashan,False,4.9,27
False,/4sRrO5evvhDWC8R9qBHm3ZDV8oI.jpg,"[35, 53, 18]",8079,hi,ओम शांति ओम,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",17.731,/hQrwdiacMM5XDUkKdv3pCS6VFt8.jpg,2007-11-07,Om Shanti Om,False,7,281
False,/5dF4FNwM2qZIuF0WCUs5zvDGU2H.jpg,[18],7508,hi,तारे ज़मीन पर,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",12.411,/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,2007-12-21,Like Stars on Earth,False,8,956
False,/kvPC6aN10MJVZh5L4BSzhB3iYh5.jpg,"[18, 10749]",15772,hi,गुरु,"Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.",10.182,/xX2BJ5sn3ElTZqhnOEod8ZXsCQg.jpg,2007-01-12,Guru,False,6.8,103
False,/68Vk0LOkefFJc97n5PK1Ow280hZ.jpg,"[18, 28, 35, 10749]",20294,hi,Welcome,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",9.051,/fudxnXlTTBIDCkpR7XhlIgkNaUY.jpg,2007-12-21,Welcome,False,6.8,122
False,/2MBkAe0Ce3XcS8PxDW3OOXnIsxF.jpg,[18],14163,hi,चकदे! इंडिया,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",8.525,/mmFMgEsTRCAGAtwffGpuo3mJsxN.jpg,2007-08-10,Chak De! India,False,7.3,269
False,/hSnSV1qcIiWIxxrolnlWd2dBApz.jpg,"[18, 35, 10749]",11807,hi,जब वी मेट,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,7.995,/reEzvhfp85DTapHSPRzBULCXUuz.jpg,2007-10-26,Jab We Met,False,7.3,219
False,/yflnRLYid6ySzTaPzoZeZ7cpwkZ.jpg,"[35, 27, 53]",19025,hi,भूल भुलैया,"An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",7.932,/soRW3p4GlPphHiFkwbqYGrodQ5S.jpg,2007-10-12,Bhool Bhulaiyaa,False,6.6,134
False,/zhPceqLVVkgkgJG1rL0yctGx5wD.jpg,"[35, 10749]",27298,hi,Partner,"A 'Love Guru' assists other males, woos a widowed single mother, but becomes embroiled in controversies.",7.543,/rhbGzciEezbxrjnSKlKRyP3wNg4.jpg,2007-07-20,Partner,False,5.6,83
False,/5pt6EHStWhs2M9DWCH7Ml1n0epW.jpg,"[35, 18, 10749]",20360,hi,Namastey London,"Indian-born Manmohan Malhotra decided to re-locate to London, England, established himself, returned to India, got married to Bebo, and after a period of 4 years got a visa for her so that she could live with him. Shortly thereafter she gave birth to Jasmeet. Manmohan was always embarrassed of Bebo, as she was overly healthy and not quite sophisticated, as a result he always left her at home, while he socialized. Bebo did not want Jasmeet to end up like her, so got her admitted in an English Medium school, encouraged to mingle with Caucasian friends, and as a result Jasmeet was transformed in to Jazz - a stunningly beautiful young woman, British in looks, talk, habits, and heart. Manmohan's plans to get her married to an Indian boy are all in vain. His friend, Parvez Khan, is in a similar situation with his son, Imran, openly romancing a Caucasian blonde, Susan. Manmohan decides to take his family for a tour in India...",6.704,/dO0F66lM1jehIH5bsooKSbdz7xG.jpg,2007-03-23,Namastey London,False,6.1,95
False,/aqlx9UCqT8XF6F1s7ChqyzZm3Wf.jpg,"[35, 18, 10749]",4157,hi,हे बेबी,"Three handsome Sydney bachelors Aroush, Tanmay and Al – are having the time of their lives in Sydney. They flirt around, and have numerous conquests to their credit. They suddenly find their dating and mating rituals destroyed when a dimpled little roommate lands up on their doorstep. When it comes to babies, they’re total zeroes and this bundle of joy is anything but joyous.",6.702,/9XxhqihX1kcZXcvJ48aQlPYHPQo.jpg,2007-08-24,Heyy Babyy,False,5.9,81
False,/viP4tHMj0ejcihhvF9kEr3iCO7u.jpg,"[35, 18, 10749]",25869,hi,सलाम ए इश्क,"Six couples who do not know each other are brought together by destiny, fate and love",6.425,/85XY4iBEZrwow6IahGhrFvmtacX.jpg,2007-01-26,Salaam-e-Ishq,False,4.9,39
False,/ok798NGUsVrlmdNmhZAZlGKrfXz.jpg,"[10749, 18]",14159,hi,Aaja Nachle,"Dia is a divorced mom living in New York and must go back to India after she receives news that her guru is on his death bed. When she arrives she finds he is gone and has left her the responsibility of saving and reviving the Ajanta Theater where she used to dance. The problem is that the political officers want it torn down and turned into a shopping mall. The storyline follows Dia and her challenge to stand up for what she believes in and fight the cause to the end, while trying to win back the love and support of the people of the town whom she walked out on ten years prior.",6.303,/xru51i8vXJrowpjz7z6ZsCYakPD.jpg,2007-11-30,Aaja Nachle,False,6.3,32
False,/q64vjfQkPPVGj5OvosJvswMhpqM.jpg,"[53, 18]",36204,hi,No Smoking,A heavily addicted smoker  is unprepared for the true price he must pay when he asks a guru's help to kick the habit.,5.272,/reJRahEjVlMpbolmrRZRyKOcy3m.jpg,2007-10-26,No Smoking,False,7.1,43
False,/bHHNtilDaMuinWV4gIbcLc2NFUh.jpg,"[12, 35, 18]",443624,hi,बॉम्बे टू गोआ,"Lal wants to start his tourist bus service and enlists the help of his brother-in-law, Das, who takes him to Chor Bazar, and for two Lakh Rupees assembles a hideous-looking bus to transport passengers from Bombay to Goa. Selling his tickets at a discount of 40 percent, Lal becomes the Conductor, while Das is the driver. Their passengers consist of Vetti Kutti Anna and his two bar dancer daughters, Deepa and Lajjo; writer Aditya Chopra; a runaway couple, Abdul Karim Telgi and Husna Khekeda; a diabetic patient, Charandas amongst others. On the way they pick up an elderly male, Harley Davidson, and Dr. Kushal Bhardwaj, as well as India's cricket team, and a four-person Nautanki group. After letting some passengers, including the cricket team and Harley, alight, they subsequently find Harley dying after meeting with an accident. Before dying, Harley tells them that 20 years ago he had robbed a fortune in diamonds and jewelry which he has hidden in Madgaon, and hands them a map. The ...",5.257,/6QRetL6BMSTFTmhBFCPdNvgHaAj.jpg,2007-06-06,Journey Bombay to Goa,False,6.4,7
False,/kUwdutAY5MveQMkhkmYcsERni4Y.jpg,"[35, 28, 12]",20413,hi,धमाल,"Four friends meet an underworld don who, on his deathbed, clues them in on hidden treasure buried in Goa. The group race towards Goa, little knowing that their plans will soon be foiled, albeit hilariously, by a police officer, who is also after the money.",5.2,/pQgU9W1OyHDxBOZcJpVLc2E8gQa.jpg,2007-09-07,Dhamaal,False,6.8,84
False,/6PTdOG1T56uSV5G4ZYuG8F2jzpG.jpg,"[18, 10402, 10749]",16283,hi,सावरिया,"Two souls arrive in a small town, one on vacation, the other to meet a lover. They spend the most magical dream-like days of their lives in that town... with each other.",5.127,/k5JRtA6Np3n0nTr11QK6Pt9gm4r.jpg,2007-11-09,Saawariya,False,5.6,69
False,/e6tZBEL4Mq8zdTGuFjJtZjhA6WC.jpg,"[53, 80, 9648, 18]",46404,hi,Manorama Six Feet Under,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.",5.067,/1b5ZrBI48xbAVmCbNNhvFXz474y.jpg,2007-09-21,Manorama Six Feet Under,False,6.5,41
False,/lE9ngenQIqBBkLu2Aa3g5VhWXkg.jpg,"[80, 18, 9648, 53]",20129,hi,जॉनी गद्दार,"Vikram decides to elope with his girlfriend Mini for a better life. For this purpose he decides to steal the money collected by his business partners for a drug deal. Everything goes horribly wrong when the partner carrying the money, Shiva, is accidentally killed.",4.857,/i9ecvUiXjXSryK91lwgQtFnkzoH.jpg,2007-09-28,Johnny Gaddaar,False,6.7,45
False,/zrErDxnY2wWnJgHBGHVjCeDimCs.jpg,"[10751, 35, 10749]",14165,hi,Ta Ra Rum Pum,"A poor New York resident, who is of Indian origin, dreams of becoming a fast car race driver. He endeavors, and his efforts are rewarded when he selected by a little-known group called 'RACING SADDLES'. He joins them and soon becomes their ace race driver. This man, whose name is Rajveer, then meets with a rich American woman, also of Indian origin, whose name is Radhika.  Both fall in love with each other. They cannot get married, because Radhika's family hates Rajveer mainly because he is very poor. But Radhika is very stubborn, so she marries him. She loses all her rights to her family's wealth. They get married and become parents of two children. They also become very rich. Then Rajveer has an accident which changes their lives forever. They get into debt and stand to lose everything. Will Radhika be forced to return back to her family?",4.46,/2KfeenEAF4rgGW6wX9o6ejzL53G.jpg,2007-04-27,Ta Ra Rum Pum,False,6.1,60
False,/hHEKXUtPoEjLM4Gj6PRjkC5nmHv.jpg,"[18, 10749]",25638,hi,लागा चुनरी में दाग,"Badki and Chutki live a fun-filled life in Banaras, playing pranks, sneaking off to see a forbidden mujra, and soaking up all the excitement that goes on the ghats of the Ganga. Badki is aware that the family is in dire straits, but she and her mother protect Chutki at all costs. When things get worse, Badki decides to go to Mumbai and seek a living for the family.",4.239,/lCyy2tQ14OmzYN7byobslSEOZz9.jpg,2007-10-12,Laaga Chunari Mein Daag,False,5.7,30
False,/3mGqULd5aY3JphLIqt3LTQ1fQ2D.jpg,"[28, 18, 10749, 53]",8453,hi,फ़ना,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",12.945,/8YCF3drTYLc7eoLFBbbexsT3iQj.jpg,2006-05-26,Fanaa,False,6.7,169
False,/5vWEcjru7dUIuTgMbwOVfuGMU60.jpg,"[18, 28, 53, 80]",14194,hi,धूम २,"Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",11.385,/3zJLnrP9g9LSMpX5C1wau49gGUv.jpg,2006-11-24,Dhoom 2,False,6.6,201
False,/xXABOEnWAtsGmlAhxWbgObWkkt9.jpg,"[18, 10749]",14395,hi,कभी अलविदा ना कहना,"Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.",11.188,/dkYQgRPuik4FGIUdGGVYGQJWrHa.jpg,2006-08-11,Kabhi Alvida Naa Kehna,False,6.4,174
False,/edCPKBBiWwiLnvMyDwpDeEHL0Oz.jpg,"[28, 18, 53]",17501,hi,डॉन,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",10.838,/1d52h7aDRlc5IPUFno24XPNT6hA.jpg,2006-10-20,Don,False,7,218
False,/7yD0xhcx600Ng2XBElVE4eN4bE7.jpg,"[28, 878]",32740,hi,कृष,"In Singapore, Krishna is forced by circumstances to use his superpowers and become a masked superhero named Krrish, before getting drawn towards his lost legacy.",9.489,/neJo0Xt9NH6aPBPNhKfHFQpwrcC.jpg,2006-06-23,Krrish,False,6.4,191
False,/fgRhyGbMAolDsQ65VRBRBtVQZNn.jpg,"[35, 18, 36]",7913,hi,रंग दे बसंती,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",9.485,/f1bF8CHzEu621bPSIg6XiUNAabh.jpg,2006-01-26,Rang De Basanti,False,7.2,366
False,/iBIWEBAlDkDkjVF1kaCHcLfawkV.jpg,"[10749, 18]",33142,hi,विवाह,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.",9.255,/e5zFYX3hW1TNeFCzRw7ET2DxRPm.jpg,2006-11-10,Vivah,False,6.4,67
False,/802ronXWzXTOlue05ZBTZqSTSFH.jpg,[35],20359,hi,Phir Hera Pheri,"Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.",8.023,/c1Mvyd983ZyrU5Vf2aKEe6WncSq.jpg,2006-06-09,Phir Hera Pheri,False,6.4,84
False,/uZA3mQz3hhM7mDZ1qIc3tJC63u1.jpg,"[35, 18, 10749]",21461,hi,लगे रहो मुन्ना भाई,"Lovable goon Munna falls for a morning radio host by the name of Jahnvi, who also runs an elders' home which an unscrupulous builder seeks to attain. In order to gain Jahnvi’s attention, he cheats his way to winning a Mahatma Gandhi radio quiz. When Jahnvi consequently expresses interest in Munna, he and his best friend Circuit attempt to keep up the facade.",7.86,/gC87f7ccvjQubTop4HJJdeEzKQ7.jpg,2006-09-01,Lage Raho Munna Bhai,False,7.2,166
False,/kGBnSN97zR6fmqR82zHJRnpC5t1.jpg,[35],19637,hi,चुप चुप के,"A debt-ridden young man attempts suicide, but is rescued only to find that his luck is finally turning.",6.577,/daXoADAtEPis5bBvSrXVWfRa77X.jpg,2006-06-09,Chup Chup Ke,False,6.1,65
False,/zGtwqquhZfq5aizPY5olcfw2w2v.jpg,"[35, 53, 10749]",41188,hi,Bhagam Bhag,"Champak Chaturvedi runs a theatrical troupe in India. He hires two men, Bunty - a graduate in Arts, and Babla- who cannot read nor write English. One has to play the role of the play's hero, while one the villain. Both men end up squabbling with each other, as both want the hero's part. Then Champak finds out that Bunty has molested the play's heroine, Anjali, and punishes him. The group gets a contract to stage 30 plays in Britain, however, on the day of the departure, Anjali opts out, leaving Champak no alternative but to travel without a heroine, but hoping to recruit one while in Britain. Upon arrival, Babla sets about to find a suitable heroine from the Indian population, but Bunty beats him to it and recruits a woman named Munni.",5.707,/wJqdwEgMiMzU0zIEnKBWEbTfeUS.jpg,2006-12-22,Bhagam Bhag,False,6.5,62
False,/kmOwJaGsvpSQLdu4PqNvDRQXHxx.jpg,"[35, 10751]",19670,hi,गोलमाल,Four runaway crooks take shelter in a bungalow which is owned by a blind couple.,5.562,/3ubefqLk26Gy0lXCfGIu8hQrBak.jpg,2006-07-14,Golmaal - Fun Unlimited,False,6.6,94
False,,"[878, 14, 53, 18]",53590,hi,अलग,"When an old widow passes away, the police searches his house and finds his son locked in the basement. They take the boy to an institution, where it is discovered that he possesses supernatural powers.",4.826,/rIMk0bxPJus937pkmp2uEEFP3d7.jpg,2006-06-16,Alag,False,4.6,9
False,/9r2D63vePL5F8JYR2ft4NaOAJk4.jpg,"[35, 18, 53]",20931,hi,Taxi No. 9 2 11,A cabbie and businessman both in need of big money partake in a two-hour adventure together.,4.791,/jemDSQcGlsd1rvWkIDPamMKDkAj.jpg,2006-02-24,Taxi No. 9 2 11,False,6.5,46
False,/kMCfLwxnUgcXaubNxj6n6ujzELG.jpg,[35],15412,hi,खोसला का घोसला,"Upon retirement, cranky control freak Kamal Kishore Khosla obsesses about procuring a plot of land in Delhi, where he plans to build his dream house. After investing his entire life's savings to acquire the land, he discovers the plot's been stolen by a greedy land shark. Now, Khosla must rely on his comically dysfunctional family to pull off a scam on the biggest goon in real estate and win back.",4.663,/wwUprqwLDU8ZUL387UkoQ1296fx.jpg,2006-09-22,Khosla Ka Ghosla!,False,7.1,82
False,/l1qInBDjdsV70ZP3SvT9TstJWLG.jpg,"[35, 80]",20494,hi,मालामाल वीकली,"Lilaram sells lottery tickets and one customer has hit the jackpot but dies of shock upon finding out that he has won. Now, Lilaram wants all the money, and so does everyone around him.",4.041,/kGYn1rK0XBciKqnGHtLSnzJw6Gf.jpg,2006-03-10,Malamaal Weekly,False,6.2,42
False,/teqDcEN4mWsi6Qdc4vMQFC2Fugv.jpg,"[80, 18]",14705,hi,ओमकारा,"Half-caste bandit Omkara Shukla abducts his lady love, Dolly Mishra, from her family. Thanks to his cleverness, he gets away with the kidnapping. A conspiracy, however, forms against him when he denies his right-hand man, Langda Tyagi, a promotion. Ultimately, this plot threatens not only his relationship with Dolly, but their lives and those of their associates as well.",3.876,/y3D8ziFHDt9wrid8XQdBC2dzGTH.jpg,2006-07-28,Omkara,False,6.7,67
False,/fU0dGkCASuB4CJ9ZHNnFYLAecuu.jpg,"[18, 10749]",59267,hi,जान ए मन,"Agastya a NASA scientist comes in search of his crush Piya. In order to make her fall for him, he gets Suhaan to help this out. However, everything goes well till a shocking past stands in front of them, turning their lives upside down.",3.765,/qBCQOQOZyeJKljODcGZbzr80REn.jpg,2006-10-20,Jaan-E-Mann,False,5.6,29
False,,"[35, 53]",20145,hi,३६ चाइना टाउन,"An inspector heads to Chinatown, a resort, to investigate the occurrence of a crime, only to discover that in Chinatown, EVERYBODY is a criminal...",3.716,/F7yT3LkiVpKbBiuo3ivA97euEw.jpg,2006-05-05,36 China Town,False,5.8,40
False,,[35],46371,hi,Apna Sapna Money Money,"Kishan is a young man from Goa whose brain is full of every conceivable trick to make a quick buck. He cons people by slipping into different outfits and by assuming many guises. Julie, is a sexy club dancer with quite a local reputation, but behind her raunchy exterior is a compassionate, kind-hearted woman who goes out of her way to help the needy...",3.703,/xnNupI8KTspafM3ubwCyz3ndOgj.jpg,2006-11-10,Apna Sapna Money Money,False,5.7,13
False,/c8Jpcdk6ROqqy9CSv1j9PLehyXi.jpg,[18],31977,hi,Black,"Black is an adaptation of Helen Keller's autobiography. Black revolves around a blind and deaf girl, and her relationship with her teacher who himself later develops Alzheimer's disease.",9.579,/7RtfmW00zS4bgMECJYo32fxaAhL.jpg,2005-02-04,Black,False,7.7,172
False,/7WoyOMp0wORdgYJimHeg0XuNaTM.jpg,"[10749, 18, 14]",33081,hi,पहेली,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",9.254,/1oQ8mBfBKcVT758y1949ULkSXER.jpg,2005-06-24,Paheli,False,6.2,77
False,/fensSW5qw8nSYg6qmO6Dm6xEIr7.jpg,"[18, 10749]",7509,hi,Water,"The year is 1938, and Mahatma Gandhi's groundbreaking philosophies are sweeping across India, but 8-year-old Chuyia, newly widowed, must go to live with other outcast widows on an ashram. Her presence transforms the ashram as she befriends two of her compatriots.",8.144,/bWgthg4wwAmyu6FoyC006IQU9JN.jpg,2005-09-08,Water,False,6.9,97
False,/iFfvVovOY5hB6S8qM7xD8ue6cMt.jpg,[35],19636,hi,गरम मसाला,"What happens when a good for nothing handsome hunk like Mac finds himself in possession of an empty flat and access to three gorgeous air hostesses, Priti, Sweety and Puja? Garam Masala! What happens when Mac, who is already engaged to Anjali, convinces each of the three girls that she is the one and only one for him? Garam Masala! What happens when Sam, once Mac's best friend and now his sworn enemy, threatens to reveal Mac's harem to Anjali? Garam Masala! What happens when all the girls land in the flat at the same time? Garam Masala!",6.829,/puk8ca4bL9HG1R8BwORif8bHGqY.jpg,2005-11-03,Garam Masala,False,5.9,64
